exchange,symbol,type
binance,IOTX,spot
binance,NEO,spot
binance,VIB,spot
binance,STMX,spot
binance,UNI,spot
binance,FLM,spot
binance,RUNE,spot
binance,API3,spot
binance,BSW,spot
binance,PROS,spot
binance,REN,spot
binance,FIL,spot
binance,UNFI,spot
binance,ENJ,spot
binance,EOS,spot
binance,ARDR,spot
binance,GFT,spot
binance,STORJ,spot
binance,KSM,spot
binance,GLMR,spot
binance,WLD,spot
binance,ICP,spot
binance,STEEM,spot
binance,BAND,spot
binance,AVAX,spot
binance,DYDX,spot
binance,CREAM,spot
binance,ETHDOWN,spot
binance,PIVX,spot
binance,BUSD,spot
binance,VITE,spot
binance,FARM,spot
binance,HARD,spot
binance,DASH,spot
binance,SYS,spot
binance,FIS,spot
binance,LAZIO,spot
binance,OXT,spot
binance,SUPER,spot
binance,ARK,spot
binance,OMG,spot
binance,RARE,spot
binance,NMR,spot
binance,RPL,spot
binance,WAXP,spot
binance,RAY,spot
binance,JST,spot
binance,T,spot
binance,GRT,spot
binance,ADX,spot
binance,MOB,spot
binance,ACH,spot
binance,MKR,spot
binance,CHESS,spot
binance,GHST,spot
binance,ORDI,spot
binance,WAVES,spot
binance,ANKR,spot
binance,LTC,spot
binance,UMA,spot
binance,ALGO,spot
binance,COS,spot
binance,STRAX,spot
binance,SYN,spot
binance,GAS,spot
binance,BNBDOWN,spot
binance,SSV,spot
binance,ARPA,spot
binance,BNT,spot
binance,GMX,spot
binance,SUI,spot
binance,ZEC,spot
binance,CKB,spot
binance,KDA,spot
binance,VTHO,spot
binance,MBOX,spot
binance,MTL,spot
binance,BNBUP,spot
binance,ALPACA,spot
binance,FET,spot
binance,USDP,spot
binance,DF,spot
binance,MATIC,spot
binance,TROY,spot
binance,ARB,spot
binance,AUCTION,spot
binance,MANA,spot
binance,MAV,spot
binance,REI,spot
binance,SOL,spot
binance,ONG,spot
binance,ETHUP,spot
binance,QNT,spot
binance,KAVA,spot
binance,QI,spot
binance,PEPE,spot
binance,CELR,spot
binance,OOKI,spot
binance,WBTC,spot
binance,XVS,spot
binance,IOST,spot
binance,DREP,spot
binance,WOO,spot
binance,FXS,spot
binance,LRC,spot
binance,TRB,spot
binance,MDT,spot
binance,EDU,spot
binance,KP3R,spot
binance,OG,spot
binance,CFX,spot
binance,OAX,spot
binance,BCH,spot
binance,LOKA,spot
binance,NEXO,spot
binance,GALA,spot
binance,RAD,spot
binance,LDO,spot
binance,SFP,spot
binance,BAKE,spot
binance,KLAY,spot
binance,LINA,spot
binance,PSG,spot
binance,FTM,spot
binance,USTC,spot
binance,SUN,spot
binance,SLP,spot
binance,STPT,spot
binance,FIRO,spot
binance,TIA,spot
binance,FDUSD,spot
binance,BURGER,spot
binance,TRX,spot
binance,YFI,spot
binance,ROSE,spot
binance,JUV,spot
binance,BAL,spot
binance,NEAR,spot
binance,DEXE,spot
binance,TUSD,spot
binance,MOVR,spot
binance,AUDIO,spot
binance,UTK,spot
binance,CHR,spot
binance,LSK,spot
binance,QKC,spot
binance,SCRT,spot
binance,COMP,spot
binance,UFT,spot
binance,OP,spot
binance,IRIS,spot
binance,TKO,spot
binance,PHA,spot
binance,BTCDOWN,spot
binance,FRONT,spot
binance,WIN,spot
binance,ZEN,spot
binance,FLUX,spot
binance,USDC,spot
binance,HOT,spot
binance,IOTA,spot
binance,SUSHI,spot
binance,SANTOS,spot
binance,WAN,spot
binance,JASMY,spot
binance,CLV,spot
binance,PNT,spot
binance,KEY,spot
binance,HIGH,spot
binance,SNX,spot
binance,BICO,spot
binance,POLS,spot
binance,INJ,spot
binance,KNC,spot
binance,CITY,spot
binance,DENT,spot
binance,LOOM,spot
binance,ENS,spot
binance,PORTO,spot
binance,SPELL,spot
binance,CVX,spot
binance,EGLD,spot
binance,FUN,spot
binance,PROM,spot
binance,ZIL,spot
binance,LEVER,spot
binance,C98,spot
binance,MBL,spot
binance,SAND,spot
binance,OSMO,spot
binance,SHIB,spot
binance,CVC,spot
binance,MASK,spot
binance,PYR,spot
binance,COMBO,spot
binance,QTUM,spot
binance,WNXM,spot
binance,AR,spot
binance,1INCH,spot
binance,PERP,spot
binance,RSR,spot
binance,DATA,spot
binance,CTK,spot
binance,RLC,spot
binance,SEI,spot
binance,BADGER,spot
binance,AERGO,spot
binance,CRV,spot
binance,COTI,spot
binance,PHB,spot
binance,OGN,spot
binance,THETA,spot
binance,ADA,spot
binance,ASR,spot
binance,FOR,spot
binance,LUNA,spot
binance,FIDA,spot
binance,YGG,spot
binance,OM,spot
binance,NKN,spot
binance,ACM,spot
binance,DOGE,spot
binance,DODO,spot
binance,FIO,spot
binance,APT,spot
binance,IDEX,spot
binance,ALPINE,spot
binance,ALCX,spot
binance,SC,spot
binance,PEOPLE,spot
binance,GNS,spot
binance,VGX,spot
binance,IQ,spot
binance,ZRX,spot
binance,LPT,spot
binance,HIVE,spot
binance,VOXEL,spot
binance,BTS,spot
binance,DIA,spot
binance,MINA,spot
binance,ILV,spot
binance,ORN,spot
binance,XNO,spot
binance,PUNDIX,spot
binance,GNO,spot
binance,CELO,spot
binance,BTC,spot
binance,AGIX,spot
binance,LUNC,spot
binance,GAL,spot
binance,XRP,spot
binance,ATOM,spot
binance,STX,spot
binance,BAR,spot
binance,REQ,spot
binance,PLA,spot
binance,ETC,spot
binance,HBAR,spot
binance,BTCUP,spot
binance,RNDR,spot
binance,BIFI,spot
binance,CHZ,spot
binance,HFT,spot
binance,SKL,spot
binance,AMB,spot
binance,DAR,spot
binance,RDNT,spot
binance,ALPHA,spot
binance,GLM,spot
binance,XMR,spot
binance,OCEAN,spot
binance,LIT,spot
binance,ELF,spot
binance,TFUEL,spot
binance,ATM,spot
binance,KMD,spot
binance,XEM,spot
binance,FORTH,spot
binance,TWT,spot
binance,NULS,spot
binance,ANT,spot
binance,TORN,spot
binance,NTRN,spot
binance,WRX,spot
binance,MLN,spot
binance,ETH,spot
binance,APE,spot
binance,MULTI,spot
binance,LINK,spot
binance,RVN,spot
binance,GTC,spot
binance,ID,spot
binance,LTO,spot
binance,MEME,spot
binance,AGLD,spot
binance,BETA,spot
binance,PENDLE,spot
binance,CYBER,spot
binance,USDT,spot
binance,HOOK,spot
binance,FLOKI,spot
binance,XLM,spot
binance,VIDT,spot
binance,AMP,spot
binance,BAT,spot
binance,MDX,spot
binance,GMT,spot
binance,TVK,spot
binance,VET,spot
binance,DGB,spot
binance,REEF,spot
binance,BEL,spot
binance,FLOW,spot
binance,HIFI,spot
binance,CVP,spot
binance,ICX,spot
binance,MAGIC,spot
binance,SNT,spot
binance,CTXC,spot
binance,PAXG,spot
binance,TLM,spot
binance,WING,spot
binance,SXP,spot
binance,ERN,spot
binance,AAVE,spot
binance,DUSK,spot
binance,ONT,spot
binance,XTZ,spot
binance,EPX,spot
binance,CTSI,spot
binance,TOMO,spot
binance,AVA,spot
binance,BNX,spot
binance,WBETH,spot
binance,STG,spot
binance,XEC,spot
binance,QUICK,spot
binance,DEGO,spot
binance,BNB,spot
binance,BLZ,spot
binance,ASTR,spot
binance,AKRO,spot
binance,RIF,spot
binance,ACA,spot
binance,BOND,spot
binance,ARKM,spot
binance,BTTC,spot
binance,ONE,spot
binance,LQTY,spot
binance,WTC,spot
binance,TRU,spot
binance,POND,spot
binance,DCR,spot
binance,POLYX,spot
binance,JOE,spot
binance,FTT,spot
binance,ATA,spot
binance,XVG,spot
binance,DOT,spot
binance,POWR,spot
binance,PERL,spot
binance,AST,spot
binance,ALICE,spot
binance,IMX,spot
binance,AXS,spot
binance,CAKE,spot
binance,DOCK,spot
houbi,FANC,spot
houbi,PLU,spot
houbi,IOTX,spot
houbi,DEP,spot
houbi,NEO,spot
houbi,STETH,spot
houbi,WE,spot
houbi,TOX,spot
houbi,CAPO,spot
houbi,DAO,spot
houbi,ORBR,spot
houbi,UNI,spot
houbi,API3,spot
houbi,SPA,spot
houbi,RYOMA,spot
houbi,WEMIX,spot
houbi,SRM,spot
houbi,REN,spot
houbi,FIL,spot
houbi,ENJ,spot
houbi,MEV,spot
houbi,UNFI,spot
houbi,EOS,spot
houbi,SIS,spot
houbi,ARDR,spot
houbi,GFT,spot
houbi,STORJ,spot
houbi,STORE,spot
houbi,MC,spot
houbi,AURORA,spot
houbi,KSM,spot
houbi,HAO,spot
houbi,GLMR,spot
houbi,KCAL,spot
houbi,WLD,spot
houbi,KLV,spot
houbi,ICP,spot
houbi,STEEM,spot
houbi,LOOKS,spot
houbi,INR,spot
houbi,RPK,spot
houbi,BAND,spot
houbi,MONO,spot
houbi,GEARBOX,spot
houbi,ERG,spot
houbi,WXT,spot
houbi,NEST,spot
houbi,DKA,spot
houbi,AVAX,spot
houbi,DYDX,spot
houbi,O3,spot
houbi,GMPD,spot
houbi,FDT,spot
houbi,BOBA,spot
houbi,AURY,spot
houbi,DASH,spot
houbi,SYS,spot
houbi,FIS,spot
houbi,LOVELY,spot
houbi,XTM,spot
houbi,MCONTENT,spot
houbi,OXT,spot
houbi,ZKS,spot
houbi,NODL,spot
houbi,SUPER,spot
houbi,OMG,spot
houbi,HT,spot
houbi,BSV,spot
houbi,MUDOL2,spot
houbi,XFI,spot
houbi,ING,spot
houbi,CHAD,spot
houbi,MOOV,spot
houbi,RPL,spot
houbi,ZKP,spot
houbi,CORE,spot
houbi,SEAN,spot
houbi,WAXP,spot
houbi,JST,spot
houbi,T,spot
houbi,WOJAK,spot
houbi,MLK,spot
houbi,GRT,spot
houbi,ALI,spot
houbi,KOK,spot
houbi,ADX,spot
houbi,CRPT,spot
houbi,ACH,spot
houbi,MKR,spot
houbi,GHST,spot
houbi,RLY,spot
houbi,ORDI,spot
houbi,RAB,spot
houbi,WAVES,spot
houbi,USDD,spot
houbi,ANKR,spot
houbi,LTC,spot
houbi,NAKA,spot
houbi,UMA,spot
houbi,ALGO,spot
houbi,SYN,spot
houbi,NUM,spot
houbi,INSUR,spot
houbi,SWFTC,spot
houbi,DESO,spot
houbi,XPNT,spot
houbi,HBB,spot
houbi,SSV,spot
houbi,CSPR,spot
houbi,ZCX,spot
houbi,ARPA,spot
houbi,VOLT,spot
houbi,SPS,spot
houbi,BNT,spot
houbi,DC,spot
houbi,GRAIL,spot
houbi,GMX,spot
houbi,BTM,spot
houbi,SUI,spot
houbi,BLUR,spot
houbi,ZEC,spot
houbi,DIO,spot
houbi,CKB,spot
houbi,LBP,spot
houbi,MBOX,spot
houbi,MTL,spot
houbi,RING,spot
houbi,FET,spot
houbi,DF,spot
houbi,USDP,spot
houbi,LITH,spot
houbi,MATIC,spot
houbi,ARB,spot
houbi,WWY,spot
houbi,FTI,spot
houbi,AUCTION,spot
houbi,HEC,spot
houbi,REVV,spot
houbi,MANA,spot
houbi,SNC,spot
houbi,PBR,spot
houbi,REI,spot
houbi,SOL,spot
houbi,PRQ,spot
houbi,WAXL,spot
houbi,SRT,spot
houbi,BTT,spot
houbi,DBC,spot
houbi,KAVA,spot
houbi,XCH,spot
houbi,NEXT,spot
houbi,PEPE,spot
houbi,HYPE,spot
houbi,WALLET,spot
houbi,WBTC,spot
houbi,IOST,spot
houbi,ADP,spot
houbi,ANML,spot
houbi,EVER,spot
houbi,WOO,spot
houbi,FXS,spot
houbi,FNSA,spot
houbi,LRC,spot
houbi,TRB,spot
houbi,LOVE,spot
houbi,POOLX,spot
houbi,OAS,spot
houbi,OG,spot
houbi,VELO,spot
houbi,SOFI,spot
houbi,WHALE,spot
houbi,IGU,spot
houbi,KRRX,spot
houbi,SSX,spot
houbi,BCH,spot
houbi,LOKA,spot
houbi,PCI,spot
houbi,DFI,spot
houbi,NEXO,spot
houbi,GALA,spot
houbi,RAD,spot
houbi,LDO,spot
houbi,GARI,spot
houbi,FLZ,spot
houbi,DOSE,spot
houbi,BABYDOGE,spot
houbi,VLX,spot
houbi,KAN,spot
houbi,CEEK,spot
houbi,MONG,spot
houbi,KLAY,spot
houbi,MRS,spot
houbi,PSG,spot
houbi,TOMI,spot
houbi,CRTS,spot
houbi,WIFI,spot
houbi,ROCK,spot
houbi,FTM,spot
houbi,NYM,spot
houbi,USTC,spot
houbi,SPUME,spot
houbi,BERRY,spot
houbi,STARLY,spot
houbi,FX,spot
houbi,SUN,spot
houbi,FUSE,spot
houbi,ZED,spot
houbi,STPT,spot
houbi,FIRO,spot
houbi,TIA,spot
houbi,BORING,spot
houbi,SAO,spot
houbi,SUKU,spot
houbi,FOTA,spot
houbi,WICC,spot
houbi,KICKS,spot
houbi,VINU,spot
houbi,TRX,spot
houbi,YFI,spot
houbi,JUV,spot
houbi,TAO,spot
houbi,BAL,spot
houbi,TITAN,spot
houbi,NEAR,spot
houbi,EVMOS,spot
houbi,KCT,spot
houbi,DEXE,spot
houbi,PI,spot
houbi,STC,spot
houbi,NOIA,spot
houbi,TUSD,spot
houbi,NEW,spot
houbi,MOVR,spot
houbi,AUDIO,spot
houbi,SFUND,spot
houbi,UTK,spot
houbi,CHR,spot
houbi,MGG,spot
houbi,TLOS,spot
houbi,ORC,spot
houbi,SCRT,spot
houbi,TT,spot
houbi,BREED,spot
houbi,NFT,spot
houbi,STRX,spot
houbi,MPLX,spot
houbi,LOOT,spot
houbi,COMP,spot
houbi,UFT,spot
houbi,LBL,spot
houbi,PRISMA,spot
houbi,OP,spot
houbi,CRE,spot
houbi,BONK,spot
houbi,UNIBOT,spot
houbi,PHA,spot
houbi,NPT,spot
houbi,CTC,spot
houbi,SIGN,spot
houbi,AIOZ,spot
houbi,FRONT,spot
houbi,WIN,spot
houbi,ELA,spot
houbi,MESA,spot
houbi,ZEN,spot
houbi,USDC,spot
houbi,BETH,spot
houbi,HOT,spot
houbi,MCRT,spot
houbi,SMT,spot
houbi,LAI,spot
houbi,IOTA,spot
houbi,ACS,spot
houbi,SUSHI,spot
houbi,QRDO,spot
houbi,WAN,spot
houbi,JUMBO,spot
houbi,JASMY,spot
houbi,CLV,spot
houbi,BABY,spot
houbi,SNS,spot
houbi,WLKN,spot
houbi,SNX,spot
houbi,APED,spot
houbi,ROCO,spot
houbi,POLS,spot
houbi,BICO,spot
houbi,INJ,spot
houbi,KNC,spot
houbi,ROUTE,spot
houbi,SWEAT,spot
houbi,NBS,spot
houbi,LINA,spot
houbi,SD,spot
houbi,VEMP,spot
houbi,ACT,spot
houbi,ENS,spot
houbi,WSTUSDT,spot
houbi,PYUSD,spot
houbi,KRIPTO,spot
houbi,SPELL,spot
houbi,ELON,spot
houbi,CVX,spot
houbi,EGLD,spot
houbi,SKEB,spot
houbi,PROM,spot
houbi,ZBC,spot
houbi,ZIL,spot
houbi,BBF,spot
houbi,TOMS,spot
houbi,C98,spot
houbi,BITCI,spot
houbi,MBL,spot
houbi,SAND,spot
houbi,NGL,spot
houbi,OSMO,spot
houbi,SHIB,spot
houbi,CVC,spot
houbi,TDX,spot
houbi,MASK,spot
houbi,OGV,spot
houbi,XPRT,spot
houbi,PYR,spot
houbi,BOB,spot
houbi,QTUM,spot
houbi,ETHW,spot
houbi,UNB,spot
houbi,WNXM,spot
houbi,AR,spot
houbi,SPRT,spot
houbi,FUD,spot
houbi,1INCH,spot
houbi,OPUL,spot
houbi,KUBE,spot
houbi,EPIK,spot
houbi,TENET,spot
houbi,BBC,spot
houbi,PERP,spot
houbi,RSR,spot
houbi,XDEFI,spot
houbi,RLC,spot
houbi,RACA,spot
houbi,SEI,spot
houbi,EM,spot
houbi,ANV,spot
houbi,BADGER,spot
houbi,BOX,spot
houbi,CRV,spot
houbi,GODS,spot
houbi,NT,spot
houbi,COTI,spot
houbi,ABBC,spot
houbi,NANO,spot
houbi,SWAP,spot
houbi,PHB,spot
houbi,SDAO,spot
houbi,XEN,spot
houbi,ELU,spot
houbi,LADYS,spot
houbi,THETA,spot
houbi,ADA,spot
houbi,OGN,spot
houbi,POOH,spot
houbi,FOR,spot
houbi,BLD,spot
houbi,LUNA,spot
houbi,YGG,spot
houbi,TRACE,spot
houbi,OLAND,spot
houbi,GRV,spot
houbi,NKN,spot
houbi,TAVA,spot
houbi,CUDOS,spot
houbi,DOGE,spot
houbi,FIO,spot
houbi,DODO,spot
houbi,APT,spot
houbi,IDEX,spot
houbi,WOOF,spot
houbi,POLC,spot
houbi,DAI,spot
houbi,SC,spot
houbi,ARIX,spot
houbi,PEOPLE,spot
houbi,KAI,spot
houbi,GNS,spot
houbi,CAW,spot
houbi,HOTCROSS,spot
houbi,YFII,spot
houbi,ZRX,spot
houbi,LPT,spot
houbi,HIVE,spot
houbi,MINE,spot
houbi,VOXEL,spot
houbi,BTS,spot
houbi,DIA,spot
houbi,MINA,spot
houbi,XNO,spot
houbi,PUNDIX,spot
houbi,GNO,spot
houbi,CELO,spot
houbi,BTC,spot
houbi,TURBO,spot
houbi,AGIX,spot
houbi,TRAC,spot
houbi,DFX,spot
houbi,LUNC,spot
houbi,ETHF,spot
houbi,UOS,spot
houbi,GAL,spot
houbi,DORA,spot
houbi,COL,spot
houbi,WMT,spot
houbi,XRP,spot
houbi,MOVEZ,spot
houbi,GT,spot
houbi,MX,spot
houbi,MNT,spot
houbi,ERTHA,spot
houbi,XETA,spot
houbi,ATOM,spot
houbi,MUSK,spot
houbi,SOLO,spot
houbi,FLR,spot
houbi,XDC,spot
houbi,REQ,spot
houbi,HSF,spot
houbi,PLA,spot
houbi,ETC,spot
houbi,HBAR,spot
houbi,XCUR,spot
houbi,BORG,spot
houbi,RNDR,spot
houbi,RSS3,spot
houbi,CHZ,spot
houbi,HFT,spot
houbi,DYP,spot
houbi,SKL,spot
houbi,AQT,spot
houbi,PHCR,spot
houbi,RDNT,spot
houbi,ETN,spot
houbi,GLM,spot
houbi,XMR,spot
houbi,ARKN,spot
houbi,OCEAN,spot
houbi,RAIN,spot
houbi,XYO,spot
houbi,BWO,spot
houbi,ELF,spot
houbi,BONE,spot
houbi,ATM,spot
houbi,SPELLFIRE,spot
houbi,PANDO,spot
houbi,TON,spot
houbi,KMD,spot
houbi,XEM,spot
houbi,LIKE,spot
houbi,STF,spot
houbi,FORTH,spot
houbi,XCAD,spot
houbi,NULS,spot
houbi,FACE,spot
houbi,ANT,spot
houbi,JOY,spot
houbi,MLN,spot
houbi,PUSH,spot
houbi,MEDAMON,spot
houbi,ETH,spot
houbi,APE,spot
houbi,TOP,spot
houbi,SDN,spot
houbi,AKT,spot
houbi,TRIBE,spot
houbi,MULTI,spot
houbi,LINK,spot
houbi,RVN,spot
houbi,ID,spot
houbi,LAT,spot
houbi,WELL,spot
houbi,GMEE,spot
houbi,MEME,spot
houbi,OCT,spot
houbi,AGLD,spot
houbi,STRM,spot
houbi,PENDLE,spot
houbi,XCN,spot
houbi,CGPT,spot
houbi,ORBS,spot
houbi,BOSON,spot
houbi,USDT,spot
houbi,LHINU,spot
houbi,BENJI,spot
houbi,TPY,spot
houbi,FLOKI,spot
houbi,UNQ,spot
houbi,AIDOGE,spot
houbi,CERE,spot
houbi,UT,spot
houbi,MT,spot
houbi,XLM,spot
houbi,PROPY,spot
houbi,EUL,spot
houbi,TOKE,spot
houbi,HUNT,spot
houbi,ZIG,spot
houbi,SHRAP,spot
houbi,AMP,spot
houbi,FITFI,spot
houbi,EUROC,spot
houbi,BAT,spot
houbi,TCNH,spot
houbi,LSD,spot
houbi,MDX,spot
houbi,NSURE,spot
houbi,GMT,spot
houbi,VET,spot
houbi,WSM,spot
houbi,PARADOX,spot
houbi,DGB,spot
houbi,REEF,spot
houbi,ONIT,spot
houbi,BRWL,spot
houbi,H2O,spot
houbi,FLOW,spot
houbi,CTX,spot
houbi,PSTAKE,spot
houbi,GQ,spot
houbi,HIFI,spot
houbi,CVP,spot
houbi,METIS,spot
houbi,ICX,spot
houbi,MAGIC,spot
houbi,SNT,spot
houbi,CTXC,spot
houbi,TLM,spot
houbi,SXP,spot
houbi,WBT,spot
houbi,MBX,spot
houbi,ERN,spot
houbi,VR,spot
houbi,AAVE,spot
houbi,REVO,spot
houbi,SYLO,spot
houbi,DUSK,spot
houbi,ONT,spot
houbi,XTZ,spot
houbi,USDJ,spot
houbi,RANKER,spot
houbi,XPLA,spot
houbi,CTSI,spot
houbi,STG,spot
houbi,XEC,spot
houbi,LUNR,spot
houbi,VSYS,spot
houbi,QUICK,spot
houbi,BNB,spot
houbi,BRISE,spot
houbi,ORB,spot
houbi,MXC,spot
houbi,SOUL,spot
houbi,BLZ,spot
houbi,ASTR,spot
houbi,AKRO,spot
houbi,LAMB,spot
houbi,ACA,spot
houbi,FCT2,spot
houbi,VISION,spot
houbi,DKS,spot
houbi,ARV,spot
houbi,ONE,spot
houbi,GF,spot
houbi,LQTY,spot
houbi,WTC,spot
houbi,SMCW,spot
houbi,TRU,spot
houbi,BULL,spot
houbi,POND,spot
houbi,DCR,spot
houbi,POLYX,spot
houbi,JOE,spot
houbi,FTT,spot
houbi,XVG,spot
houbi,DOT,spot
houbi,POWR,spot
houbi,VPAD,spot
houbi,WOZX,spot
houbi,CRU,spot
houbi,ALICE,spot
houbi,IMX,spot
houbi,FSN,spot
houbi,VRA,spot
houbi,AXS,spot
houbi,CUSD,spot
houbi,AZERO,spot
houbi,CAKE,spot
houbi,KT,spot
okx,MYRIA,spot
okx,DEP,spot
okx,NEO,spot
okx,CAPO,spot
okx,RIO,spot
okx,DAO,spot
okx,UNI,spot
okx,FLM,spot
okx,API3,spot
okx,REN,spot
okx,PIT,spot
okx,FIL,spot
okx,EOS,spot
okx,SIS,spot
okx,XPR,spot
okx,VELA,spot
okx,STORJ,spot
okx,RON,spot
okx,KSM,spot
okx,GLMR,spot
okx,THG,spot
okx,KCAL,spot
okx,WLD,spot
okx,ICP,spot
okx,OKB,spot
okx,LOOKS,spot
okx,BAND,spot
okx,WXT,spot
okx,AVAX,spot
okx,DYDX,spot
okx,WNCG,spot
okx,LON,spot
okx,BLOK,spot
okx,DASH,spot
okx,OXT,spot
okx,ZKS,spot
okx,OMG,spot
okx,BSV,spot
okx,OMI,spot
okx,NMR,spot
okx,BORA,spot
okx,RPL,spot
okx,CORE,spot
okx,WAXP,spot
okx,RAY,spot
okx,JST,spot
okx,KISHU,spot
okx,T,spot
okx,GRT,spot
okx,SPURS,spot
okx,ACH,spot
okx,MKR,spot
okx,GHST,spot
okx,ORDI,spot
okx,EURt,spot
okx,WAVES,spot
okx,LTC,spot
okx,SAMO,spot
okx,UMA,spot
okx,ALGO,spot
okx,TUP,spot
okx,SWFTC,spot
okx,KONO,spot
okx,ARG,spot
okx,GAS,spot
okx,SSV,spot
okx,CSPR,spot
okx,BNT,spot
okx,GMX,spot
okx,SUI,spot
okx,BLUR,spot
okx,ZEC,spot
okx,KDA,spot
okx,LITH,spot
okx,MATIC,spot
okx,ARB,spot
okx,AUCTION,spot
okx,REVV,spot
okx,MANA,spot
okx,CFG,spot
okx,SOL,spot
okx,PRQ,spot
okx,BTT,spot
okx,XCH,spot
okx,PEPE,spot
okx,CELR,spot
okx,WBTC,spot
okx,IOST,spot
okx,DOME,spot
okx,WOO,spot
okx,FXS,spot
okx,LRC,spot
okx,TRB,spot
okx,MDT,spot
okx,KP3R,spot
okx,TAMA,spot
okx,LEASH,spot
okx,OAS,spot
okx,VELO,spot
okx,CFX,spot
okx,IGU,spot
okx,BCH,spot
okx,PCI,spot
okx,GALA,spot
okx,LDO,spot
okx,GARI,spot
okx,BABYDOGE,spot
okx,DOSE,spot
okx,LBR,spot
okx,KAN,spot
okx,CEEK,spot
okx,KLAY,spot
okx,WIFI,spot
okx,FTM,spot
okx,USTC,spot
okx,NYM,spot
okx,XAUt,spot
okx,WGRT,spot
okx,SUN,spot
okx,SLP,spot
okx,TIA,spot
okx,BORING,spot
okx,TRA,spot
okx,TRX,spot
okx,YFI,spot
okx,BAL,spot
okx,NEAR,spot
okx,STC,spot
okx,MOVR,spot
okx,UTK,spot
okx,LSK,spot
okx,BZZ,spot
okx,NFT,spot
okx,COMP,spot
okx,OP,spot
okx,PHA,spot
okx,CTC,spot
okx,FRONT,spot
okx,WIN,spot
okx,MILO,spot
okx,ZEN,spot
okx,USDC,spot
okx,IOTA,spot
okx,SUSHI,spot
okx,TAKI,spot
okx,MRST,spot
okx,BIGTIME,spot
okx,RADAR,spot
okx,CLV,spot
okx,SNX,spot
okx,BICO,spot
okx,POLS,spot
okx,KNC,spot
okx,CITY,spot
okx,SWEAT,spot
okx,SD,spot
okx,ENS,spot
okx,SPELL,spot
okx,ELON,spot
okx,VELODROME,spot
okx,CVX,spot
okx,EGLD,spot
okx,SKEB,spot
okx,ZBC,spot
okx,ZIL,spot
okx,SAND,spot
okx,SHIB,spot
okx,CVC,spot
okx,MASK,spot
okx,QTUM,spot
okx,ETHW,spot
okx,AR,spot
okx,1INCH,spot
okx,MENGO,spot
okx,PERP,spot
okx,RSR,spot
okx,RACA,spot
okx,EM,spot
okx,BADGER,spot
okx,AERGO,spot
okx,CRV,spot
okx,GODS,spot
okx,GALFT,spot
okx,THETA,spot
okx,ADA,spot
okx,LEO,spot
okx,LUNA,spot
okx,CRO,spot
okx,YGG,spot
okx,OM,spot
okx,POR,spot
okx,KINE,spot
okx,DOGE,spot
okx,APT,spot
okx,ALCX,spot
okx,DAI,spot
okx,SC,spot
okx,PEOPLE,spot
okx,YFII,spot
okx,REP,spot
okx,IQ,spot
okx,ZRX,spot
okx,LPT,spot
okx,DIA,spot
okx,MINA,spot
okx,ILV,spot
okx,XNO,spot
okx,CETUS,spot
okx,HC,spot
okx,TURBO,spot
okx,CELO,spot
okx,BTC,spot
okx,LUNC,spot
okx,GAL,spot
okx,STARL,spot
okx,XRP,spot
okx,MOVEZ,spot
okx,POLYDOGE,spot
okx,XETA,spot
okx,ATOM,spot
okx,STX,spot
okx,AKITA,spot
okx,FLR,spot
okx,ETC,spot
okx,HBAR,spot
okx,RNDR,spot
okx,RSS3,spot
okx,LING,spot
okx,CHZ,spot
okx,SKL,spot
okx,RDNT,spot
okx,ALPHA,spot
okx,GLM,spot
okx,XMR,spot
okx,ELF,spot
okx,CQT,spot
okx,BONE,spot
okx,TON,spot
okx,XEM,spot
okx,AZY,spot
okx,FORTH,spot
okx,NULS,spot
okx,ANT,spot
okx,OKT,spot
okx,MLN,spot
okx,ETH,spot
okx,APE,spot
okx,LINK,spot
okx,RVN,spot
okx,ID,spot
okx,LAT,spot
okx,MEME,spot
okx,AGLD,spot
okx,ORBS,spot
okx,USDT,spot
okx,LHINU,spot
okx,stETH,spot
okx,GOAL,spot
okx,FLOKI,spot
okx,AIDOGE,spot
okx,XLM,spot
okx,GEAR,spot
okx,FITFI,spot
okx,BAT,spot
okx,CEL,spot
okx,GMT,spot
okx,SSWP,spot
okx,WSM,spot
okx,DGB,spot
okx,BRWL,spot
okx,FLOW,spot
okx,PSTAKE,spot
okx,METIS,spot
okx,CVP,spot
okx,ICX,spot
okx,MAGIC,spot
okx,SNT,spot
okx,CTXC,spot
okx,FAME,spot
okx,ERN,spot
okx,AAVE,spot
okx,ONT,spot
okx,XTZ,spot
okx,CONV,spot
okx,OMN,spot
okx,XEC,spot
okx,VSYS,spot
okx,BNB,spot
okx,ORB,spot
okx,MXC,spot
okx,ASTR,spot
okx,APM,spot
okx,KAR,spot
okx,LAMB,spot
okx,ACA,spot
okx,ONE,spot
okx,GF,spot
okx,LET,spot
okx,LQTY,spot
okx,GOG,spot
okx,DCR,spot
okx,JOE,spot
okx,WSB,spot
okx,DOT,spot
okx,AST,spot
okx,IMX,spot
okx,FSN,spot
okx,VRA,spot
okx,AXS,spot
gate.io,IOTX,spot
gate.io,MYRIA,spot
gate.io,ROOM,spot
gate.io,ICONS,spot
gate.io,CRF,spot
gate.io,AM,spot
gate.io,ARNX,spot
gate.io,PROPS,spot
gate.io,CWS,spot
gate.io,KIN,spot
gate.io,CLH,spot
gate.io,ATP,spot
gate.io,GSE,spot
