exchange,symbol,type
okx,NFT,perpetual
okx,MKR,perpetual
okx,BNB,perpetual
okx,STARL,perpetual
okx,XRP,perpetual
okx,COMP,perpetual
okx,ORDI,perpetual
okx,OP,perpetual
okx,ATOM,perpetual
okx,WAVES,perpetual
okx,STX,perpetual
okx,LTC,perpetual
okx,UMA,perpetual
okx,ALGO,perpetual
okx,ETC,perpetual
okx,CHZ,perpetual
okx,ZEN,perpetual
okx,USDC,perpetual
okx,RDNT,perpetual
okx,IOTA,perpetual
okx,ALPHA,perpetual
okx,CSPR,perpetual
okx,SUSHI,perpetual
okx,BNT,perpetual
okx,XMR,perpetual
okx,GMX,perpetual
okx,DOT,perpetual
okx,SUI,perpetual
okx,IMX,perpetual
okx,BLUR,perpetual
okx,ZEC,perpetual
okx,SNX,perpetual
okx,BICO,perpetual
okx,TON,perpetual
okx,KNC,perpetual
okx,SWEAT,perpetual
okx,AXS,perpetual
okx,MATIC,perpetual
okx,ARB,perpetual
okx,ENS,perpetual
kraken,MANA,perpetual
kraken,ANT,perpetual
kraken,SOL,perpetual
kraken,CVX,perpetual
kraken,EGLD,perpetual
kraken,ETH,perpetual
kraken,APE,perpetual
kraken,LINK,perpetual
kraken,QNT,perpetual
kraken,KAVA,perpetual
kraken,SAND,perpetual
kraken,UNI,perpetual
kraken,RUNE,perpetual
kraken,MASK,perpetual
kraken,REN,perpetual
kraken,AGLD,perpetual
kraken,ENJ,perpetual
kraken,FIL,perpetual
kraken,ETHW,perpetual
kraken,QTUM,perpetual
kraken,EOS,perpetual
kraken,WOO,perpetual
kraken,USDT,perpetual
kraken,LRC,perpetual
kraken,STORJ,perpetual
kraken,1INCH,perpetual
kraken,KSM,perpetual
kraken,GLMR,perpetual
kraken,WLD,perpetual
kraken,ICP,perpetual
kraken,XLM,perpetual
kraken,RLC,perpetual
kraken,CFX,perpetual
kraken,BAND,perpetual
kraken,BCH,perpetual
kraken,GALA,perpetual
kraken,AVAX,perpetual
kraken,CRV,perpetual
kraken,DYDX,perpetual
kraken,LDO,perpetual
kraken,LINA,perpetual
kraken,BAT,perpetual
kraken,FTM,perpetual
kraken,OGN,perpetual
kraken,GMT,perpetual
kraken,THETA,perpetual
kraken,ADA,perpetual
kraken,FLOW,perpetual
kraken,DASH,perpetual
kraken,DOGE,perpetual
kraken,APT,perpetual
kraken,ICX,perpetual
kraken,PAXG,perpetual
kraken,SC,perpetual
kraken,SXP,perpetual
kraken,OMG,perpetual
kraken,AAVE,perpetual
kraken,TRX,perpetual
kraken,YFI,perpetual
kraken,BAL,perpetual
kraken,ZRX,perpetual
kraken,XTZ,perpetual
kraken,LPT,perpetual
kraken,NEAR,perpetual
kraken,TUSD,perpetual
kraken,MINA,perpetual
kraken,AUDIO,perpetual
kraken,XBT,perpetual
kraken,GRT,perpetual
kraken,STG,perpetual
kraken,ACH,perpetual
kraken,MKR,perpetual
kraken,GAL,perpetual
kraken,XRP,perpetual
kraken,COMP,perpetual
kraken,ATOM,perpetual
kraken,WAVES,perpetual
kraken,OP,perpetual
kraken,STX,perpetual
kraken,ANKR,perpetual
kraken,FLR,perpetual
kraken,LTC,perpetual
kraken,ALGO,perpetual
kraken,ETC,perpetual
kraken,RNDR,perpetual
kraken,CHZ,perpetual
kraken,HFT,perpetual
kraken,DEFI,perpetual
kraken,USDC,perpetual
kraken,ALPHA,perpetual
kraken,ARPA,perpetual
kraken,SUSHI,perpetual
kraken,XMR,perpetual
kraken,OCEAN,perpetual
kraken,GMX,perpetual
kraken,JASMY,perpetual
kraken,DOT,perpetual
kraken,SUI,perpetual
kraken,ALICE,perpetual
kraken,IMX,perpetual
kraken,BLUR,perpetual
kraken,ZEC,perpetual
kraken,SNX,perpetual
kraken,INJ,perpetual
kraken,KNC,perpetual
kraken,FET,perpetual
kraken,AXS,perpetual
kraken,MATIC,perpetual
kraken,ARB,perpetual
kraken,ENS,perpetual
crypto.com,MANA,perpetual
crypto.com,IOTX,perpetual
crypto.com,SOL,perpetual
crypto.com,EGLD,perpetual
crypto.com,ETH,perpetual
crypto.com,APE,perpetual
crypto.com,LINK,perpetual
crypto.com,GTC,perpetual
crypto.com,RVN,perpetual
crypto.com,ZIL,perpetual
crypto.com,QNT,perpetual
crypto.com,KAVA,perpetual
crypto.com,SAND,perpetual
crypto.com,UNI,perpetual
crypto.com,RUNE,perpetual
crypto.com,API3,perpetual
crypto.com,PEPE,perpetual
crypto.com,SHIB,perpetual
crypto.com,CELR,perpetual
crypto.com,MASK,perpetual
crypto.com,QTUM,perpetual
crypto.com,FIL,perpetual
crypto.com,ENJ,perpetual
crypto.com,PENDLE,perpetual
crypto.com,ETHW,perpetual
crypto.com,EOS,perpetual
crypto.com,WOO,perpetual
crypto.com,AR,perpetual
crypto.com,FXS,perpetual
crypto.com,1INCH,perpetual
crypto.com,LRC,perpetual
crypto.com,STORJ,perpetual
crypto.com,TRB,perpetual
crypto.com,KSM,perpetual
crypto.com,FLOKI,perpetual
crypto.com,WLD,perpetual
crypto.com,ICP,perpetual
crypto.com,XLM,perpetual
crypto.com,CFX,perpetual
crypto.com,BAND,perpetual
crypto.com,SEI,perpetual
crypto.com,BCH,perpetual
crypto.com,GALA,perpetual
crypto.com,AVAX,perpetual
crypto.com,CRV,perpetual
crypto.com,LDO,perpetual
crypto.com,DYDX,perpetual
crypto.com,COTI,perpetual
crypto.com,KLAY,perpetual
crypto.com,BAT,perpetual
crypto.com,FTM,perpetual
crypto.com,OGN,perpetual
crypto.com,GMT,perpetual
crypto.com,THETA,perpetual
crypto.com,ADA,perpetual
crypto.com,VET,perpetual
crypto.com,DGB,perpetual
crypto.com,REEF,perpetual
crypto.com,CRO,perpetual
crypto.com,YGG,perpetual
crypto.com,FLOW,perpetual
crypto.com,NKN,perpetual
crypto.com,STPT,perpetual
crypto.com,DOGE,perpetual
crypto.com,APT,perpetual
crypto.com,ICX,perpetual
crypto.com,TIA,perpetual
crypto.com,MAGIC,perpetual
crypto.com,PAXG,perpetual
crypto.com,ARK,perpetual
crypto.com,LUNA2,perpetual
crypto.com,AAVE,perpetual
crypto.com,YFI,perpetual
crypto.com,BAL,perpetual
crypto.com,ZRX,perpetual
crypto.com,XTZ,perpetual
crypto.com,LPT,perpetual
crypto.com,NEAR,perpetual
crypto.com,MINA,perpetual
crypto.com,CTSI,perpetual
crypto.com,AUDIO,perpetual
crypto.com,GRT,perpetual
crypto.com,CHR,perpetual
crypto.com,CELO,perpetual
crypto.com,BTC,perpetual
crypto.com,AGIX,perpetual
crypto.com,STG,perpetual
crypto.com,ACH,perpetual
crypto.com,LUNC,perpetual
crypto.com,MKR,perpetual
crypto.com,GAL,perpetual
crypto.com,XRP,perpetual
crypto.com,COMP,perpetual
crypto.com,ORDI,perpetual
crypto.com,ATOM,perpetual
crypto.com,OP,perpetual
crypto.com,STX,perpetual
crypto.com,WAVES,perpetual
crypto.com,ANKR,perpetual
crypto.com,ASTR,perpetual
crypto.com,LTC,perpetual
crypto.com,ALGO,perpetual
crypto.com,ETC,perpetual
crypto.com,STRAX,perpetual
crypto.com,HBAR,perpetual
crypto.com,ARKM,perpetual
crypto.com,RNDR,perpetual
crypto.com,ONE,perpetual
crypto.com,CHZ,perpetual
crypto.com,HFT,perpetual
crypto.com,SKL,perpetual
crypto.com,TRU,perpetual
crypto.com,ALPHA,perpetual
crypto.com,ARPA,perpetual
crypto.com,SUSHI,perpetual
crypto.com,OCEAN,perpetual
crypto.com,POLYX,perpetual
crypto.com,JOE,perpetual
crypto.com,BIGTIME,perpetual
crypto.com,DOT,perpetual
crypto.com,POWR,perpetual
crypto.com,SUI,perpetual
crypto.com,ALICE,perpetual
crypto.com,IMX,perpetual
crypto.com,BLUR,perpetual
crypto.com,SNX,perpetual
crypto.com,VRA,perpetual
crypto.com,INJ,perpetual
crypto.com,KNC,perpetual
crypto.com,FET,perpetual
crypto.com,AXS,perpetual
crypto.com,MATIC,perpetual
crypto.com,ARB,perpetual
crypto.com,ENS,perpetual
kucoin,MANA,perpetual
kucoin,IOTX,perpetual
kucoin,MAV,perpetual
kucoin,NEO,perpetual
kucoin,ANT,perpetual
kucoin,SOL,perpetual
kucoin,EGLD,perpetual
kucoin,ETH,perpetual
kucoin,APE,perpetual
kucoin,LINK,perpetual
kucoin,RVN,perpetual
kucoin,ZIL,perpetual
kucoin,QNT,perpetual
kucoin,LEVER,perpetual
kucoin,KAVA,perpetual
kucoin,C98,perpetual
kucoin,SAND,perpetual
kucoin,ID,perpetual
kucoin,UNI,perpetual
kucoin,RUNE,perpetual
kucoin,PEPE,perpetual
kucoin,CVC,perpetual
kucoin,SHIB,perpetual
kucoin,CELR,perpetual
kucoin,MASK,perpetual
kucoin,REN,perpetual
kucoin,AGLD,perpetual
kucoin,FIL,perpetual
kucoin,UNFI,perpetual
kucoin,ENJ,perpetual
kucoin,QTUM,perpetual
kucoin,EOS,perpetual
kucoin,XCN,perpetual
kucoin,WOO,perpetual
kucoin,CYBER,perpetual
kucoin,AR,perpetual
kucoin,FXS,perpetual
kucoin,1INCH,perpetual
kucoin,LRC,perpetual
kucoin,STORJ,perpetual
kucoin,TRB,perpetual
kucoin,MDT,perpetual
kucoin,KSM,perpetual
kucoin,HOOK,perpetual
kucoin,FLOKI,perpetual
kucoin,PERP,perpetual
kucoin,WLD,perpetual
kucoin,ICP,perpetual
kucoin,RSR,perpetual
kucoin,LOOKS,perpetual
kucoin,XLM,perpetual
kucoin,CFX,perpetual
kucoin,BAND,perpetual
kucoin,BCH,perpetual
kucoin,GALA,perpetual
kucoin,AVAX,perpetual
kucoin,CRV,perpetual
kucoin,RAD,perpetual
kucoin,DYDX,perpetual
kucoin,LDO,perpetual
kucoin,LINA,perpetual
kucoin,KLAY,perpetual
kucoin,BAT,perpetual
kucoin,FTM,perpetual
kucoin,PHB,perpetual
kucoin,OGN,perpetual
kucoin,GMT,perpetual
kucoin,THETA,perpetual
kucoin,ADA,perpetual
kucoin,VET,perpetual
kucoin,DGB,perpetual
kucoin,REEF,perpetual
kucoin,LUNA,perpetual
kucoin,CRO,perpetual
kucoin,YGG,perpetual
kucoin,BEL,perpetual
kucoin,FLOW,perpetual
kucoin,DASH,perpetual
kucoin,NKN,perpetual
kucoin,DOGE,perpetual
kucoin,DODO,perpetual
kucoin,APT,perpetual
kucoin,IDEX,perpetual
kucoin,ICX,perpetual
kucoin,TIA,perpetual
kucoin,MAGIC,perpetual
kucoin,PAXG,perpetual
kucoin,ARK,perpetual
kucoin,PEOPLE,perpetual
kucoin,SXP,perpetual
kucoin,DENT,perpetual
kucoin,GNS,perpetual
kucoin,OMG,perpetual
kucoin,BSV,perpetual
kucoin,AAVE,perpetual
kucoin,TRX,perpetual
kucoin,YFI,perpetual
kucoin,ROSE,perpetual
kucoin,DUSK,perpetual
kucoin,ONT,perpetual
kucoin,BAL,perpetual
kucoin,ZRX,perpetual
kucoin,XTZ,perpetual
kucoin,NEAR,perpetual
kucoin,WAXP,perpetual
kucoin,T,perpetual
kucoin,MINA,perpetual
kucoin,CTSI,perpetual
kucoin,AUDIO,perpetual
kucoin,CETUS,perpetual
kucoin,WOJAK,perpetual
kucoin,XBT,perpetual
kucoin,GRT,perpetual
kucoin,CHR,perpetual
kucoin,TURBO,perpetual
kucoin,CELO,perpetual
kucoin,AGIX,perpetual
kucoin,STG,perpetual
kucoin,ACH,perpetual
kucoin,LUNC,perpetual
kucoin,MKR,perpetual
kucoin,GAL,perpetual
kucoin,BNB,perpetual
kucoin,XRP,perpetual
kucoin,COMP,perpetual
kucoin,ORDI,perpetual
kucoin,OP,perpetual
kucoin,ATOM,perpetual
kucoin,WAVES,perpetual
kucoin,STX,perpetual
kucoin,ANKR,perpetual
kucoin,ASTR,perpetual
kucoin,LTC,perpetual
kucoin,UMA,perpetual
kucoin,ALGO,perpetual
kucoin,ETC,perpetual
kucoin,HBAR,perpetual
kucoin,RNDR,perpetual
kucoin,ONE,perpetual
kucoin,CHZ,perpetual
kucoin,HFT,perpetual
kucoin,USDC,perpetual
kucoin,LQTY,perpetual
kucoin,DAR,perpetual
kucoin,TRU,perpetual
kucoin,SSV,perpetual
kucoin,RDNT,perpetual
kucoin,KAS,perpetual
kucoin,ARPA,perpetual
kucoin,SUSHI,perpetual
kucoin,XMR,perpetual
kucoin,DC,perpetual
kucoin,OCEAN,perpetual
kucoin,LIT,perpetual
kucoin,JOE,perpetual
kucoin,JASMY,perpetual
kucoin,GMX,perpetual
kucoin,DOT,perpetual
kucoin,SUI,perpetual
kucoin,ALICE,perpetual
kucoin,IMX,perpetual
kucoin,BLUR,perpetual
kucoin,ZEC,perpetual
kucoin,KEY,perpetual
kucoin,CKB,perpetual
kucoin,KDA,perpetual
kucoin,HIGH,perpetual
kucoin,SNX,perpetual
kucoin,VRA,perpetual
kucoin,INJ,perpetual
kucoin,TON,perpetual
kucoin,KNC,perpetual
kucoin,FET,perpetual
kucoin,AXS,perpetual
kucoin,XEM,perpetual
kucoin,MATIC,perpetual
kucoin,ARB,perpetual
kucoin,ENS,perpetual
bitfinex,AAVE,perpetual
bitfinex,TRX,perpetual
bitfinex,IOT,perpetual
bitfinex,ETC,perpetual
bitfinex,NEO,perpetual
bitfinex,XTZ,perpetual
bitfinex,NEAR,perpetual
bitfinex,SOL,perpetual
bitfinex,EGLD,perpetual
bitfinex,GALA,perpetual
bitfinex,AVAX,perpetual
bitfinex,CRV,perpetual
bitfinex,ETH,perpetual
bitfinex,APE,perpetual
bitfinex,AMP,perpetual
bitfinex,FTM,perpetual
bitfinex,SUSHI,perpetual
bitfinex,SAND,perpetual
bitfinex,XMR,perpetual
bitfinex,ADA,perpetual
bitfinex,XAUt,perpetual
bitfinex,BTC,perpetual
bitfinex,SHIB,perpetual
bitfinex,TRY,perpetual
bitfinex,STG,perpetual
bitfinex,JASMY,perpetual
bitfinex,DOT,perpetual
bitfinex,MKR,perpetual
bitfinex,FIL,perpetual
bitfinex,BNB,perpetual
bitfinex,EOS,perpetual
bitfinex,ALG,perpetual
bitfinex,DOGE,perpetual
bitfinex,XRP,perpetual
bitfinex,COMP,perpetual
bitfinex,ZEC,perpetual
bitfinex,APT,perpetual
bitfinex,WAVES,perpetual
bitfinex,KNC,perpetual
bitfinex,AXS,perpetual
bitfinex,MATIC,perpetual
bitfinex,ARB,perpetual
bitfinex,LTC,perpetual
bitfinex,OMG,perpetual
bitfinex,WLD,perpetual
bitfinex,ICP,perpetual
WOO,FLOKI,perpetual
WOO,LUNC,perpetual
WOO,PEPE,perpetual
WOO,SHIB,perpetual
WOO,1INCH,perpetual
WOO,AAVE,perpetual
WOO,ADA,perpetual
WOO,AGIX,perpetual
WOO,AGLD,perpetual
WOO,ALGO,perpetual
WOO,ANKR,perpetual
WOO,APE,perpetual
WOO,APT,perpetual
WOO,ARB,perpetual
WOO,ARKM,perpetual
WOO,ARK,perpetual
WOO,AR,perpetual
WOO,ATOM,perpetual
WOO,AVAX,perpetual
WOO,AXS,perpetual
WOO,BAND,perpetual
WOO,BCH,perpetual
WOO,BIGTIME,perpetual
WOO,BLUR,perpetual
WOO,BLZ,perpetual
WOO,BNB,perpetual
WOO,BTC,perpetual
WOO,C98,perpetual
WOO,CFX,perpetual
WOO,CHZ,perpetual
WOO,COMP,perpetual
WOO,CRO,perpetual
WOO,CRV,perpetual
WOO,CYBER,perpetual
WOO,DASH,perpetual
WOO,DODO,perpetual
WOO,DOGE,perpetual
WOO,DOT,perpetual
WOO,DYDX,perpetual
WOO,EGLD,perpetual
WOO,ENS,perpetual
WOO,EOS,perpetual
WOO,ETC,perpetual
WOO,ETHW,perpetual
WOO,ETH,perpetual
WOO,FET,perpetual
WOO,FIL,perpetual
WOO,FLOW,perpetual
WOO,FTM,perpetual
WOO,FTT,perpetual
WOO,FXS,perpetual
WOO,GALA,perpetual
WOO,GAS,perpetual
WOO,GMT,perpetual
WOO,GMX,perpetual
WOO,GRT,perpetual
WOO,HBAR,perpetual
WOO,HFT,perpetual
WOO,HOOK,perpetual
WOO,ICP,perpetual
WOO,ID,perpetual
WOO,ILV,perpetual
WOO,IMX,perpetual
WOO,INJ,perpetual
WOO,JOE,perpetual
WOO,KAS,perpetual
WOO,KLAY,perpetual
WOO,KSM,perpetual
WOO,LDO,perpetual
WOO,LINA,perpetual
WOO,LINK,perpetual
WOO,LOOKS,perpetual
WOO,LOOM,perpetual
WOO,LQTY,perpetual
WOO,LRC,perpetual
WOO,LTC,perpetual
WOO,MAGIC,perpetual
WOO,MANA,perpetual
WOO,MASK,perpetual
WOO,MATIC,perpetual
WOO,MEME,perpetual
WOO,MINA,perpetual
WOO,MKR,perpetual
WOO,MTL,perpetual
WOO,NEAR,perpetual
WOO,NEO,perpetual
WOO,NMR,perpetual
WOO,OCEAN,perpetual
WOO,ONE,perpetual
WOO,OP,perpetual
WOO,ORBS,perpetual
WOO,ORDI,perpetual
WOO,OXT,perpetual
WOO,PENDLE,perpetual
WOO,PERP,perpetual
WOO,POLYX,perpetual
WOO,POWR,perpetual
WOO,RIF,perpetual
WOO,RNDR,perpetual
WOO,RUNE,perpetual
WOO,SAND,perpetual
WOO,SEI,perpetual
WOO,SKL,perpetual
WOO,SNX,perpetual
WOO,SOL,perpetual
WOO,SPELL,perpetual
WOO,SSV,perpetual
WOO,STG,perpetual
WOO,STMX,perpetual
WOO,STORJ,perpetual
WOO,STX,perpetual
WOO,SUI,perpetual
WOO,SUSHI,perpetual
WOO,THETA,perpetual
WOO,TIA,perpetual
WOO,TOKEN,perpetual
WOO,TON,perpetual
WOO,TRB,perpetual
WOO,TRX,perpetual
WOO,UNI,perpetual
WOO,USDC,perpetual
WOO,VET,perpetual
WOO,WAVES,perpetual
WOO,WLD,perpetual
WOO,WOO,perpetual
WOO,WSM,perpetual
WOO,XLM,perpetual
WOO,XMR,perpetual
WOO,XRP,perpetual
WOO,XTZ,perpetual
WOO,YFI,perpetual
WOO,YGG,perpetual
WOO,ZEC,perpetual
WOO,ZEN,perpetual
WOO,ZIL,perpetual
WOO,ZRX,perpetual
WOO,1INCH,spot
WOO,AAVE,spot
WOO,ADA,spot
WOO,AGLD,spot
WOO,ALGO,spot
WOO,APE,spot
WOO,ARB,spot
WOO,ARKM,spot
WOO,ATOM,spot
WOO,AVAX,spot
WOO,AXS,spot
WOO,BAND,spot
WOO,BCH,spot
WOO,BLUR,spot
WOO,BNB,spot
WOO,BSV,spot
WOO,BTC,spot
WOO,BTC,spot
WOO,CELO,spot
WOO,CFX,spot
WOO,CHZ,spot
WOO,COMP,spot
WOO,CRV,spot
WOO,CVX,spot
WOO,DAI,spot
WOO,DODO,spot
WOO,DOGE,spot
WOO,DOT,spot
WOO,DYDX,spot
WOO,ENS,spot
WOO,EOS,spot
WOO,ETC,spot
WOO,ETHW,spot
WOO,ETH,spot
WOO,ETH,spot
WOO,ETH,spot
WOO,FIL,spot
WOO,FTM,spot
WOO,FXS,spot
WOO,GALA,spot
WOO,GAL,spot
WOO,GMT,spot
WOO,GMX,spot
WOO,GRT,spot
WOO,HBAR,spot
WOO,ICP,spot
WOO,IMX,spot
WOO,KSM,spot
WOO,KUB,spot
WOO,LDO,spot
WOO,LINK,spot
WOO,LOOKS,spot
WOO,LRC,spot
WOO,LTC,spot
WOO,MAGIC,spot
WOO,MANA,spot
WOO,MATIC,spot
WOO,MKR,spot
WOO,NEAR,spot
WOO,NMR,spot
WOO,OCEAN,spot
WOO,ONE,spot
WOO,OP,spot
WOO,ORBS,spot
WOO,OXT,spot
WOO,PERP,spot
WOO,QRDO,spot
WOO,RNDR,spot
WOO,RPL,spot
WOO,RSR,spot
WOO,RUNE,spot
WOO,SAND,spot
WOO,SHIB,spot
WOO,SNX,spot
WOO,SOL,spot
WOO,SPELL,spot
WOO,STG,spot
WOO,SUSHI,spot
WOO,TIA,spot
WOO,TRX,spot
WOO,UNI,spot
WOO,USDC,spot
WOO,VET,spot
WOO,WLD,spot
WOO,WOO,spot
WOO,WSM,spot
WOO,XLM,spot
WOO,XRP,spot
WOO,XTZ,spot
WOO,YFI,spot
WOO,YGG,spot
WOO,ZRX,spot
